company_id,name,search_rating,review_count,overall_rating,복지/급여,워라밸,사내문화,승진 기회,경영진,기업 추천율,CEO 지지율,성장 가능성,검색기업명
99386,삼우엠씨피(주),2.0,28,2.0,2.1,2.3,1.8,2.0,1.9,14%,36%,11%,삼우엠씨피
238204,성흥종합건설(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,성흥종합건설
430770,자연담아,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,자연담
250470,대세산업(주),2.5,8,2.5,2.3,2.4,1.8,2.1,2.3,38%,50%,13%,대세산업
86950,(주)동아사이언스,2.6,202,2.6,2.5,3.4,2.8,2.5,1.8,34%,22%,7%,동아사이언스
262007,(주)아이엠티브이,3.0,22,3.0,2.3,2.0,2.8,2.8,2.5,27%,42%,14%,엠티브이
363732,남양아이티에스(주),2.3,3,2.3,2.0,2.3,1.7,2.0,2.0,0%,0%,0%,남양아이티에스
8753,천일여객(주),2.2,27,2.2,1.9,2.8,2.0,1.9,1.7,0%,19%,0%,천일여객
202104,세운설비(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,세운설비
82431,대덕기술,3.0,3,3.0,3.0,1.3,1.7,2.3,2.3,33%,33%,33%,대덕기술
144111,(주)유니팩코리아,3.3,13,3.3,3.1,4.2,4.2,3.8,3.3,54%,62%,38%,유니팩
177432,유탑건설(주),2.8,51,2.8,2.6,2.6,2.6,2.9,2.3,31%,37%,14%,유탑건설
227410,삼성의료설비(주),2.8,5,2.8,2.8,3.0,3.0,2.8,2.6,20%,20%,0%,삼성의료설비
110655,대흥환경엔지니어링(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,대흥환경엔지니어링
207440,윤성어패럴(주),2.0,1,2.0,1.0,1.0,1.0,1.0,1.0,0%,0%,0%,윤성어패럴
124371,케이비푸드(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,케이비푸드
121408,동국테크(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,동국테크
154339,호남석회공업(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,호남석회공업
113287,광명특수인쇄(주),2.5,4,2.5,2.0,3.5,2.0,2.0,2.0,25%,25%,0%,광명특수인쇄
261251,진성엘엔엘(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,진성엘엔엘
70080,신성플랜트,2.0,2,2.0,2.0,2.0,2.0,2.0,1.5,0%,0%,0%,신성플랜트
393889,관세법인커스앤,2.0,6,2.0,2.0,2.0,1.8,2.2,1.5,0%,17%,33%,관세법인커스앤
307910,장안대학교,3.1,80,3.1,3.1,3.5,3.0,2.0,2.7,51%,47%,5%,장안
123417,환성계전(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,환성계전
337777,(주)네오엠에스,1.8,4,1.8,2.0,1.8,1.3,1.3,2.0,0%,0%,0%,네오엠에스
203504,우림토건(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,우림토건
4522,프뢰벨엔터프라이즈(주),1.6,80,1.6,1.6,1.8,1.8,1.8,1.4,8%,6%,5%,프뢰벨엔터프라이즈
135045,대덕이미지(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,대덕이미지
368431,(주)티에스시스템,1.8,37,1.8,1.8,1.6,1.9,2.1,1.8,19%,22%,5%,티에스시스템
89984,무진전자(주),3.0,106,3.0,3.5,2.6,2.8,3.0,2.7,43%,48%,19%,무진
207225,삼원폴리텍(주),2.5,27,2.5,2.1,2.4,2.2,2.6,2.3,30%,38%,7%,삼원폴리텍
245260,동양부직포(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,동양부직포
463081,(주)에스와이종합건설,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0%,0%,0%,에스와이종합건설
386792,(주)대승아키종합건설,3.0,1,3.0,4.0,4.0,3.0,3.0,3.0,0%,100%,0%,대승아키종합건설
300087,금강산업엔진(유),2.5,2,2.5,2.5,2.5,2.5,3.0,2.5,50%,50%,0%,금강산업엔진
154322,디.엠항공교역(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,디.엠항공교역
391609,(주)삼척종합건설,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,삼척종합건설
391958,(주)아프리콧스튜디오,3.0,3,3.0,2.0,3.0,2.3,3.0,2.3,33%,67%,67%,아프리콧스튜디오
186824,티에이치이티오앤(주),2.6,5,2.6,3.0,1.6,2.4,3.2,2.2,20%,60%,0%,티에이치이
106930,삼진정밀공업(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,삼진정밀공업
337472,(주)코르세모토트레이딩,2.0,2,2.0,2.0,1.5,2.0,2.0,1.5,0%,0%,0%,코르세모토트레이딩
437218,(주)와임,2.5,2,2.5,2.5,3.0,2.0,2.0,2.0,50%,50%,0%,와임
