company_id,name,search_rating,review_count,overall_rating,복지/급여,워라밸,사내문화,승진 기회,경영진,기업 추천율,CEO 지지율,성장 가능성,검색기업명
320516,더부쓰(주),2.5,55,2.5,2.7,2.9,3.1,2.4,2.2,18%,33%,13%,더부쓰
219401,동운종합건설(유),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,동운종합건설
321287,케이티엘글로벌로지스틱스(주),4.0,6,4.0,3.2,4.8,4.3,3.8,3.7,83%,83%,33%,케이티엘
465060,(주)다루아이앤씨,4.0,1,4.0,3.0,5.0,4.0,4.0,4.0,0%,100%,0%,루아이앤씨
56608,(주)제이앤아이글로벌,2.2,38,2.2,2.0,2.2,2.2,2.6,2.1,18%,29%,16%,제이앤아이
427756,(주)밀리언키,3.7,3,3.7,2.3,2.3,2.3,2.3,2.7,0%,33%,0%,밀리언키
269057,오씸코리아(주),3.1,33,3.1,2.6,3.1,2.8,3.2,2.8,55%,58%,42%,오씸코리아
284667,오주엔지니어링(주),2.1,7,2.1,1.9,1.9,2.1,2.0,1.7,14%,14%,14%,오주엔지니어링
337181,(주)시몬느액세서리컬렉션,2.3,100,2.3,2.7,1.9,2.1,2.5,2.0,15%,43%,5%,시몬느액세서리컬렉션
184849,한국산지보전협회,3.5,32,3.5,3.0,3.7,3.3,2.3,2.8,66%,56%,16%,지보
245556,한길전기(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,한길전기
320338,춘천에너지(주),2.2,10,2.2,2.1,3.1,2.4,2.5,1.7,30%,30%,0%,춘천에너지
458617,정원건설(주),1.0,2,1.0,1.0,2.5,1.5,1.0,1.0,0%,0%,0%,정원건설
221360,코레이트자산운용(주),2.8,29,2.8,2.3,3.9,2.7,2.7,2.3,38%,41%,3%,코레이트자산운용
424683,(재)대구경북디자인진흥원,1.0,1,1.0,1.0,3.0,1.0,1.0,1.0,100%,100%,0%,대구경북디자인진흥원
453153,(주)셀로스바이오텍,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,셀로스바이오텍
219480,세일산업개발(주),5.0,1,5.0,5.0,5.0,4.0,5.0,5.0,100%,100%,0%,세일산업개발
284911,에코조인(주),2.1,9,2.1,1.6,2.7,1.6,2.1,1.4,11%,0%,0%,에코조인
11332,제일사료(주),3.5,56,3.5,2.9,2.7,3.1,3.2,2.8,50%,57%,20%,천하제일
209304,현우공영티엔에스(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,현우공영
351949,(주)이노매틱,4.0,2,4.0,3.0,3.5,4.5,4.0,4.5,100%,100%,100%,이노매틱
122944,(주)무주덕유산리조트,3.4,122,3.4,3.1,2.9,3.2,2.7,2.7,54%,52%,4%,무주덕유산리조트
264056,금아금속(주),1.8,12,1.8,1.6,1.6,2.1,1.9,1.6,8%,17%,8%,금아금속
376218,도코다카오카코리아(주),2.7,22,2.7,2.0,3.2,2.8,2.6,1.8,32%,23%,32%,도코다카오카코리아
21830,안셀코리아(주),2.9,19,2.9,2.7,3.6,2.8,2.8,2.2,21%,47%,11%,안셀코리아
172190,화성엔지니어링(주),2.4,50,2.4,2.1,3.0,2.6,2.2,2.2,24%,38%,14%,화성엔지니어링
69104,씨앤에스국제물류센터,2.5,2,2.5,2.0,5.0,2.5,4.0,1.5,50%,50%,0%,씨앤에스국제물류센터
73683,(주)삼육오엠씨네트웍스,2.4,130,2.4,2.6,2.3,2.2,2.4,2.2,26%,58%,22%,엠씨네
379331,(주)라훔나노테크,3.0,1,3.0,2.0,2.0,1.0,4.0,3.0,0%,100%,0%,라훔나노테크
285302,(주)아이쿼드,3.1,7,3.1,3.3,3.6,2.9,3.3,3.3,43%,43%,43%,아이쿼드
434448,(주)내포기술,3.0,1,3.0,2.0,1.0,1.0,2.0,2.0,0%,0%,0%,내포기술
271609,도시공영(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,도시공영
408236,(주)조현시스템,1.7,3,1.7,1.0,1.0,1.0,1.3,1.0,0%,0%,0%,조현시스템
46858,(자)동명식품,1.9,12,1.9,2.2,2.2,2.0,2.2,1.9,33%,33%,33%,동명식품
375741,디에스이테크(주),2.1,15,2.1,1.9,3.5,2.3,1.8,1.7,13%,20%,7%,디에스이테크
24538,신송식품(주),2.1,104,2.1,2.1,2.1,1.8,2.0,1.9,14%,18%,2%,신송식품
139070,한국재난연구원(재),2.0,24,2.0,2.0,2.0,1.7,2.3,1.7,25%,21%,13%,한국재난연구원
55964,조현디자인,2.8,4,2.8,2.3,2.5,2.5,3.3,2.0,0%,50%,0%,현디자인
271396,디지탈와이드칼라(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,디지탈와이드칼라
128147,이수개발(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,이수개발
335761,(주)스몰머신즈,2.3,26,2.3,2.1,2.1,2.5,2.6,2.2,31%,38%,23%,스몰머신즈
262320,우림이앤씨(주),2.8,5,2.8,2.2,2.6,2.2,2.6,2.4,20%,40%,0%,우림이앤씨
182781,홈텍코리아(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,홈텍코리아
292857,용화전기통신(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,용화전기통신
218879,약봉영농조합법인,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,약봉영농조합법인
142052,데코엔지니어링(주),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,데코엔지니어링
